Unnamed: 0|en|[fi]|pt|ru|zh|ja|ko|de|fr
subDescShamanRockFragments06|Chance to conjure fragments with increased damage and size.||||||피해량과 크기가 증가된 조각을 소환할 확률.||
subDescShamanRockFragments07|Chance on hit to stun an enemy.||||||공격 시 적을 기절시킬 확률이 있습니다.||
subDescShamanRockFragments08|Increases damage dealt to stunned enemies.||||||기절한 적에게 가하는 피해 증가.||
subDescShamanRockFragments09|Rock fragments have a chance to ricochet on hit dealing increased damage.||||||암석 파편이 적중 시 튕겨 나가며 추가 피해를 줄 수 있습니다.||
subDescShamanRockFragments10|Chance to deal a critical strike with increased critical strike damage.||||||치명타 피해가 증가된 치명타 공격을 할 확률.||
subDescShamanRockFragments11|Increases the projectile speed of rock fragments increasing damage dealt based on distance traveled.||||||바위 파편의 발사체 속도가 증가하여 이동 거리에 따라 가해지는 피해가 증가합니다.||
subDescShamanRockFragments12|Arcanastone proc chance is doubled and additionally selects a random element between lightning, arcane, and fire. Lightning causes chain lightning, fire causes enemies to burn, and arcane leaves an arcane nova.||||||아르카나스톤의 발동 확률이 두 배로 증가하며, 추가로 번개, 비전, 불 중 무작위 요소를 선택합니다. 번개는 연쇄 번개를 발생시키고, 불은 적을 태우며, 비전은 비전 폭발을 남깁니다.||
subDescShamanRockFragments13|Throw a giant rock onto the target location that explodes into multiple rock fragments that explode into smaller fragments.||||||거대한 바위를 목표 지점에 던져 여러 조각으로 폭발한 후 더 작은 조각들로 폭발합니다.||
subDescShamanRockFragments14|Throw increased amount of rocks in random directions.||||||무작위 방향으로 돌을 더 많이 던집니다.||
|||||||||
subShamanEarthBind01|Lasting Roots||||||||
subShamanEarthBind02|Sharp Oaks||||||||
subShamanEarthBind03|Nature's Intellect||||||||
subShamanEarthBind04|Increased Pressure||||||압력 증가||
subShamanEarthBind05|Rooting Wave||||||뿌리의 파도||
subShamanEarthBind06|Expanding Roots||||||뿌리 확장||
subShamanEarthBind07|Lingering Oak||||||남아있는 떡갈나무||
subShamanEarthBind08|Poisonous Ivy||||||독성 아이비||
subShamanEarthBind09|Strangling Thorns||||||교살 가시||
subShamanEarthBind10|Paralyzing Leaves||||||마비 잎사귀||
subShamanEarthBind11|Field of Roots||||||뿌리의 들판||
subShamanEarthBind12|Wildfire Growth||||||자연발화 성장||
subShamanEarthBind13|Shattering Thorns||||||산산조각 나는 가시||
subShamanEarthBind14|Quick Strangulation||||||신속한 교살||
subDescShamanEarthBind01|Increases the duration of earth bind.||||||대지 결속의 지속 시간을 증가시킵니다.||
subDescShamanEarthBind02|Increases damage dealt by earth bind.||||||대지 속박에 의한 피해 증가.||
subDescShamanEarthBind03|Decreases the cooldown of earth bind.||||||대지 속박의 재사용 대기시간이 감소합니다.||
subDescShamanEarthBind04|Monsters killed by earth bind explode, dealing area of effect damage.||||||대지 속박에 의해 처치된 몬스터는 폭발하여 범위 피해를 입힙니다.||
subDescShamanEarthBind05|Chance to unleash additional earth binds on cast.||||||시전 시 추가적인 대지 속박을 발동할 확률.||
subDescShamanEarthBind06|Chance for earth bind to grow on hit.||||||공격 시 대지 속박이 자랄 확률.||
subDescShamanEarthBind07|Increases the area of effect of earth bind.||||||대지 속박의 효과 범위가 증가합니다.||
subDescShamanEarthBind08|Increases poisoned damage of earth bind.||||||대지 결속의 중독 피해 증가.||
subDescShamanEarthBind09|Executes low-life monsters.||||||하급 몬스터를 처형합니다.||
subDescShamanEarthBind10|Increases damage dealt to poisoned targets.||||||중독된 대상에게 가하는 피해량 증가.||
subDescShamanEarthBind11|Area of effect and damage is greatly increased, but earth bind is now cast at your feet.||||||효과 범위와 피해량이 크게 증가하지만, 대지 속박은 이제 발밑에 시전됩니다.||
subDescShamanEarthBind12|Chance to send a trail of hellfire towards targets on hit.||||||명중 시 목표물에 지옥불 자국을 남길 확률.||
subDescShamanEarthBind13|Increases damage dealt, inflicting elemental break on hit.||||||피해량이 증가하고, 명중 시 원소 브레이크를 발생시킵니다.||
subDescShamanEarthBind14|Increases the tick frequency of earth bind.||||||대지 속박의 틱 주기를 증가시킵니다.||
|||||||||
subShamanMeteorStorm01|Meteor Strike||||||운석 강타||
subShamanMeteorStorm02|Massive Stone||||||거대한 돌||
subShamanMeteorStorm03|Extended Meteorshower||||||확장된 유성우||
subShamanMeteorStorm04|Meteoric Fragmentation||||||유성 파편화||
subShamanMeteorStorm05|Heat Seeking Storm||||||열추적 폭풍||
subShamanMeteorStorm06|Concentrated Shattering||||||집중 파괴||
subShamanMeteorStorm07|Rolling Meteorite||||||구르는 유성||
subShamanMeteorStorm08|Manaburning Meteorology||||||마나번 메테오로지||
subShamanMeteorStorm09|Colossus Destroyer||||||거대 파괴자||
subShamanMeteorStorm10|Hellflame Meteors||||||지옥불 유성||
subShamanMeteorStorm11|Astroheated Shower||||||아스트로히티드 샤워||
subShamanMeteorStorm12|Storm of Comets||||||혜성의 폭풍||
subShamanMeteorStorm13|Back Into Orbit||||||궤도로 복귀||
subShamanMeteorStorm14|Rain From Hell||||||지옥의 비||
subDescShamanMeteorStorm01|Increases the damage dealt by meteor storm.||||||운석 폭풍에 의한 피해를 증가시킵니다.||
subDescShamanMeteorStorm02|Increases the area of effect radius of meteor storm.||||||운석 폭풍의 효과 반경을 증가시킵니다.||
subDescShamanMeteorStorm03|Increases duration of meteor storm.||||||운석 폭풍의 지속 시간을 증가시킵니다.||
subDescShamanMeteorStorm04|Meteors have a chance of exploding into smaller fragments that deal additional damage.||||||운석은 추가 피해를 입히는 작은 조각으로 폭발할 가능성이 있습니다.||
subDescShamanMeteorStorm05|Meteor storm slowly travels towards the closest enemy.||||||유성 폭풍이 가장 가까운 적을 향해 천천히 이동합니다.||
subDescShamanMeteorStorm06|Inflicts elemental break on hit with the cost of reduced area of effect radius.||||||타격 시 원소 파괴를 입히지만, 효과 범위 반경이 감소합니다.||
subDescShamanMeteorStorm07|Chance for meteors to roll for a short duration when landing dealing additional damage.||||||운석이 착지할 때 추가 피해를 입히며 짧은 시간 동안 굴러갈 확률.||
subDescShamanMeteorStorm08|Increases damage according to your energy. Mana cost is increased.||||||에너지에 따라 피해량이 증가합니다. 마나 소모가 증가합니다.||
subDescShamanMeteorStorm09|Increases damage dealt to bosses by meteor storm.||||||운석 폭풍으로 보스에게 입히는 피해 증가.||
subDescShamanMeteorStorm10|Increases damage dealt to burning targets.||||||불타는 적에게 입히는 피해 증가.||
subDescShamanMeteorStorm11|Meteors constantly fall around you with a decreased frequency.||||||운석이 줄어든 빈도로 주변에 계속 떨어집니다.||
subDescShamanMeteorStorm12|Call down a rain of colossal meteors from the sky over a greater area dealing increased damage. Meteor storm now has a cooldown.||||||거대한 유성우를 넓은 지역에 소환하여 더 많은 피해를 입힙니다. 이제 유성우는 재사용 대기시간이 있습니다.||
subDescShamanMeteorStorm13|Summon multiple storms orbiting you. Meteor storm now has a cooldown.||||||여러 개의 폭풍을 소환하여 당신 주위를 맴돕니다. 이제 유성 폭풍은 쿨다운이 있습니다.||
subDescShamanMeteorStorm14|Increases the duration of meteor storm inflicting monsters with burning on hit.||||||운석 폭풍의 지속 시간을 연장하여 적중 시 몬스터에게 화상을 입힙니다.||
|||||||||
subShamanTornado01|Wind´s Force||||||바람의 힘||
subShamanTornado02|Sudden Winds||||||돌풍||
subShamanTornado03|Cyclone Radius||||||사이클론 반경||
subShamanTornado04|Tempest Mind||||||템페스트 마인드||
subShamanTornado05|Windstorm´s Wrath||||||폭풍의 분노||
subShamanTornado06|Piercing Typhoon||||||관통 태풍||
subShamanTornado07|Flowing Spiral||||||흐르는 소용돌이||
subShamanTornado08|Punishing Tempest||||||징벌의 폭풍||
subShamanTornado09|Tempeststep||||||템페스트스텝||
subShamanTornado10|Afterflow||||||애프터플로우||
subShamanTornado11|Orbital Winds||||||궤도 바람||
subShamanTornado12|Storm Growth||||||폭풍 성장||
subShamanTornado13|Splitting Cyclone||||||분열하는 회오리||
subShamanTornado14|Absolute Tempest||||||절대 폭풍||
subDescShamanTornado01|Increases damage dealt by tornado.||||||토네이도의 피해량 증가||
subDescShamanTornado02|Chance to increase the amount of tornados.||||||토네이도의 수를 증가시킬 기회.||
subDescShamanTornado03|Increases the size of tornado.||||||||
subDescShamanTornado04|Decreases the mana cost of tornado.||||||토네이도의 마나 소모를 감소시킵니다.||
subDescShamanTornado05|Chance to deal a critical strike with increased critical strike damage.||||||치명타 피해가 증가된 치명타 공격 기회.||
subDescShamanTornado06|Chance to inflict arcane break on hit.||||||타격 시 비전 파괴를 일으킬 확률.||
subDescShamanTornado07|Chance to stun and knock targets up on hit.||||||타격 시 대상에게 기절과 넉백 효과를 줄 확률.||
subDescShamanTornado08|Increases damage dealt to stunned targets.||||||기절한 대상에게 가하는 피해 증가.||
subDescShamanTornado09|Decreases movement diminish when using tornado.||||||회오리 사용 시 이동 감소가 줄어듭니다.||
subDescShamanTornado10|Chance to unleash an additional tornado.||||||추가 토네이도를 발동할 확률||
subDescShamanTornado11|Spawn multiple tornadoes spiraling outwards from you.||||||여러 개의 토네이도를 생성하여 바깥쪽으로 회오리치게 합니다.||
subDescShamanTornado12|Summon a static tornado growing in size and gaining increased damage over time eventually bursting into small tornados in all directions.||||||시간이 지남에 따라 크기가 커지고 피해량이 증가하는 정적 회오리를 소환하여 결국 모든 방향으로 작은 회오리로 폭발합니다.||
subDescShamanTornado13|Tornado splits in size and halves on size and damage on hit.||||||토네이도가 크기와 피해를 반으로 나눕니다.||
subDescShamanTornado14|Conjure a tornado with increased size catching monsters in it till hitting terrain throwing any monsters caught in the air and causing them to deal area of effect damage upon landing.||||||몬스터들을 잡아 공중으로 던지고 착지 시 범위 피해를 입히는 더 커진 크기의 토네이도를 소환합니다.||
|||||||||
subShamanFissures01|Trembling Earth||||||떨리는 대지||
subShamanFissures02|Scorching Steam||||||타오르는 증기||
subShamanFissures03|Debilitating Burst||||||약화 폭발||
subShamanFissures04|Magnetic Field||||||자기장||
subShamanFissures05|Trembling Pull||||||떨리는 당기기||
subShamanFissures06|Earth Crack||||||||
subShamanFissures07|Comet Fall||||||혜성 낙하||
subShamanFissures08|Field of Landmass||||||대륙의 들판||
subShamanFissures09|Rumbling Impact||||||지진의 충격||
subShamanFissures10|Frequent Shaking||||||자주 흔들림||
subShamanFissures11|Enlargening Earthquake||||||거대 지진||
subShamanFissures12|Electrocharged Fissures||||||전기 충전 균열||
subShamanFissures13|Manual Quake||||||수동 지진||
subShamanFissures14|Natural Disaster||||||자연 재해||
subDescShamanFissures01|Increases duration of fissures.||||||균열 지속 시간 증가||
subDescShamanFissures02|Increases damage dealt by fissures.||||||균열로 인한 피해 증가||
subDescShamanFissures03|Chance on hit to stun enemies.||||||공격 시 적을 기절시킬 확률이 있습니다.||
subDescShamanFissures04|Decreases cooldown of fissures.||||||균열의 재사용 대기시간을 감소시킵니다.||
subDescShamanFissures05|Fissures have a chance to knock monsters towards the center on each hit.||||||균열이 적중할 때마다 몬스터를 중심으로 밀어낼 확률이 있습니다.||
subDescShamanFissures06|Chance to crack the earth impaling monsters with a stone pillar on hit dealing additional damage.||||||적을 공격할 때 돌 기둥으로 땅을 갈라 추가 피해를 입힐 확률.||
subDescShamanFissures07|Chance to drop a comet on hit dealing additional damage.||||||적중 시 추가 피해를 입히는 혜성을 떨어뜨릴 확률이 있습니다.||
subDescShamanFissures08|Increases the area of effect of fissures.||||||균열의 효과 범위를 증가시킵니다.||
subDescShamanFissures09|Increases damage dealt to stunned targets.||||||기절한 대상에게 주는 피해가 증가합니다.||
subDescShamanFissures10|Increases the tick frequency of fissures.||||||균열의 틱 주기를 증가시킵니다.||
subDescShamanFissures11|Increases the duration of fissures. Increase the size but decrease the damage dealt.||||||균열의 지속 시간을 증가시킵니다. 크기는 커지지만 주는 피해는 감소합니다.||
subDescShamanFissures12|Inflicts stasis and has a chance to strike monsters with bolts of lightning on hit.||||||적을 정지시키고, 타격 시 번개를 발사할 확률이 있습니다.||
subDescShamanFissures13|Fissures now unleashes only a single tremble dealing increased damage. Fissures no longer has a cooldown.||||||균열은 이제 단 하나의 떨림만 방출하여 더 큰 피해를 입힙니다. 균열에는 더 이상 재사용 대기시간이 없습니다.||
subDescShamanFissures14|Increases the proc chance of earth crack and comet fall inflicting arcane break on hit.||||||대지 균열과 혜성 낙하가 명중 시 비전 붕괴를 일으킬 확률을 증가시킵니다.||
|||||||||
subShamanEarthTotem01|Earth Master||||||지구의 주인||
subShamanEarthTotem02|Rapid Earth||||||급속한 지구||
subShamanEarthTotem03|Fragmenting Totemstones||||||토템석 조각화||
subShamanEarthTotem04|Earth God||||||지신||
subShamanEarthTotem05|Runic Earth||||||룬의 대지||
subShamanEarthTotem06|Dense Earth||||||밀집된 대지||
subShamanEarthTotem07|Stunning Earth||||||경이로운 대지||
subShamanEarthTotem08|Ravaging Earth||||||대지가 황폐해지다||
subShamanEarthTotem09|Double Boulder||||||더블 볼더||
subShamanEarthTotem10|Earth Caller||||||지구 소환사||
subShamanEarthTotem11|Entangling Roots||||||||
subShamanEarthTotem12|Fragmented Volley||||||분열된 연발||
subShamanEarthTotem13|The Rolling Stones||||||롤링 스톤즈||
subShamanEarthTotem14|Wind Totem||||||바람 토템||
subDescShamanEarthTotem01|Increases the maximum amount of earth totems.||||||대지 토템의 최대 수량이 증가합니다.||
subDescShamanEarthTotem02|Increases attack speed of earth totem.||||||대지 토템의 공격 속도를 증가시킵니다.||
subDescShamanEarthTotem03|Chance for rocks to unleash fragments upon landing dealing additional damage.||||||바위가 착지할 때 조각을 발사하여 추가 피해를 입힐 확률.||
subDescShamanEarthTotem04|Increases damage dealt by earth totem.||||||대지 토템이 가하는 피해 증가.||
subDescShamanEarthTotem05|Increases the size of earth totem.||||||대지 토템의 크기를 증가시킵니다.||
subDescShamanEarthTotem06|Chance for rocks to bounce off the ground unleashing additional explosions.||||||바위가 땅에 튕겨 추가 폭발을 일으킬 확률.||
subDescShamanEarthTotem07|Chance to stun monsters on hit.||||||적을 공격 시 기절시킬 확률.||
subDescShamanEarthTotem08|Increases damage dealt to stunned enemies.||||||기절한 적에게 가하는 피해 증가||
subDescShamanEarthTotem09|Chance for earth totem to deal double damage.||||||대지 토템이 두 배의 피해를 입힐 확률.||
subDescShamanEarthTotem10|Spawn an additional earth totem per cast.||||||시전할 때마다 추가적인 대지 토템을 소환합니다.||
subDescShamanEarthTotem11|Unleash a trail of earth roots traveling towards the target rooting monsters on hit and dealing increased damage.||||||대상을 향해 이동하는 땅의 뿌리를 풀어 몬스터를 뿌리내리고 추가 피해를 입힙니다.||
subDescShamanEarthTotem12|Earth totem unleashes a volley of smaller rocks. Earth totem attack speed is decreased.||||||대지 토템이 작은 바위들을 연속으로 발사합니다. 대지 토템의 공격 속도가 감소합니다.||
subDescShamanEarthTotem13|Earth totem unleashes rolling boulders inflicting arcane break and knocking monsters back on hit.||||||대지 토템은 구르는 바위를 발사하여 비전 파괴를 일으키고 맞은 몬스터를 뒤로 밀어냅니다.||
subDescShamanEarthTotem14|Earth totem unleashes multiple piercing tornados.||||||대지 토템이 여러 개의 관통하는 토네이도를 방출합니다.||
|||||||||
subShamanSpiritWolves01|Sharpened Teeth||||||날카로운 이빨||
subShamanSpiritWolves02|Wolf Pack||||||늑대 무리||
subShamanSpiritWolves03|Astral Fur||||||천상의 털||
subShamanSpiritWolves04|Cleave Slash||||||베기 베기||
subShamanSpiritWolves05|Wolf´s Claw||||||늑대의 발톱||
subShamanSpiritWolves06|Ravaging Strike||||||파괴의 일격||
subShamanSpiritWolves07|Pack Leader||||||무리의 지도자||
subShamanSpiritWolves08|Pummeling Rage||||||격노의 강타||
subShamanSpiritWolves09|Rupturing Slice||||||||
subShamanSpiritWolves10|Wounding Trail||||||부상 흔적||
subShamanSpiritWolves11|Spiritual Rabies||||||영혼의 광견병||
subShamanSpiritWolves12|Alpha||||||알파||
subShamanSpiritWolves13|Lightning Fangs||||||번개 송곳니||
subShamanSpiritWolves14|Howling Pack||||||울부짖는 무리||
subDescShamanSpiritWolves01|Increases damage dealt by spirit wolves.||||||영혼 늑대가 입히는 피해 증가||
subDescShamanSpiritWolves02|Increases the maximum amount of spirit wolves.||||||영혼 늑대의 최대 수를 증가시킵니다.||
subDescShamanSpiritWolves03|Increases the damage reduction of spirit wolves.||||||영혼 늑대의 피해 감소를 증가시킵니다.||
subDescShamanSpiritWolves04|Increases the area of effect radius and splash damage dealt to monsters around the target.||||||대상의 주위에 있는 몬스터에게 주는 효과 범위와 스플래시 피해가 증가합니다.||
subDescShamanSpiritWolves05|Chance to inflict bleeding on hit.||||||타격 시 출혈 효과를 줄 확률.||
subDescShamanSpiritWolves06|Bleeding targets emit damage taken to nearby enemies.||||||출혈 상태의 대상은 받은 피해를 주변 적에게 전이합니다.||
subDescShamanSpiritWolves07|Increases the attack speed of spirit wolves.||||||영혼 늑대의 공격 속도를 증가시킵니다.||
subDescShamanSpiritWolves08|Chance to knock monsters back dealing increased damage on hit.||||||몬스터를 밀쳐내며 타격 시 추가 피해를 입힐 확률.||
subDescShamanSpiritWolves09|Chance to deal a critical strike on attack.||||||공격 시 치명타를 가할 확률.||
subDescShamanSpiritWolves10|Increases damage dealt to bleeding targets.||||||출혈 상태의 적에게 가하는 피해 증가||
subDescShamanSpiritWolves11|Chance on attack to become enraged increasing movement speed and damage dealt for a short period.||||||공격 시 일정 확률로 분노 상태가 되어 잠시 동안 이동 속도와 공격력이 증가합니다.||
subDescShamanSpiritWolves12|Summon a single lone wolf scaling its damage and life according to the maximum amount of wolves.||||||최대 늑대 수에 따라 피해와 생명력이 조정되는 외로운 늑대를 소환합니다.||
subDescShamanSpiritWolves13|Chance to unleash surges of chain lightning on hit dealing increased damage.||||||타격 시 연쇄 번개를 방출하여 피해량 증가.||
subDescShamanSpiritWolves14|Increases spirit wolves movement speed and maximum summon amount.||||||정령 늑대의 이동 속도와 소환 최대 수를 증가시킵니다.||
|||||||||
subShamanStormTotem01|Storm Master||||||폭풍의 주인||
subShamanStormTotem02|Circuitbreaking||||||회로 차단||
subShamanStormTotem03|Storm Current||||||폭풍 전류||
subShamanStormTotem04|Storm God||||||폭풍의 신||
subShamanStormTotem05|Static Duality||||||정적 이중성||
subShamanStormTotem06|Connected by Storm||||||폭풍으로 연결됨||
subShamanStormTotem07|Static Electroshock||||||정전기 충격||
subShamanStormTotem08|Storming Bolt||||||폭풍의 번개||
subShamanStormTotem09|Struck by Thunder||||||천둥에 맞음||
subShamanStormTotem10|Collapsing Thunder||||||붕괴하는 천둥||
subShamanStormTotem11|Lightning Rods||||||||
subShamanStormTotem12|Surging Sentry||||||급류 보초||
subShamanStormTotem13|Swiftstorm Totem||||||질풍의 토템||
subShamanStormTotem14|Charged Totem||||||충전된 토템||
subDescShamanStormTotem01|Increases the maximum amount of storm totems.||||||폭풍 토템의 최대 수량을 증가시킵니다.||
subDescShamanStormTotem02|Increases amount of chain lightning bounces.||||||연쇄 번개 튀기기 횟수 증가||
subDescShamanStormTotem03|Chance to inflict stasis on hit.||||||명중 시 정지 상태를 부여할 확률.||
subDescShamanStormTotem04|Increases damage dealt by storm totem.||||||폭풍 토템이 주는 피해량 증가||
subDescShamanStormTotem05|Chance to summon an additional storm totem on attack for a short period.||||||공격 시 일정 시간 동안 추가 폭풍 토템을 소환할 확률.||
subDescShamanStormTotem06|Storm totems are now linked together with electric current dealing damage to monsters on hit.||||||폭풍 토템이 이제 전류로 연결되어 타격 시 몬스터에게 피해를 줍니다.||
subDescShamanStormTotem07|Increases damage dealt to targets with stasis.||||||정지 상태의 대상에게 가하는 피해 증가.||
subDescShamanStormTotem08|Chance to strike monsters with a bolt of lightning on hit dealing additional damage.||||||타격 시 번개로 몬스터를 공격하여 추가 피해를 입힐 확률.||
subDescShamanStormTotem09|Storm totem has a chance to stun enemies on hit.||||||폭풍 토템이 적을 맞출 때 기절시킬 확률이 있습니다.||
subDescShamanStormTotem10|Increases damage dealt to stunned targets.||||||기절한 대상에게 가하는 피해 증가.||
subDescShamanStormTotem11|Storm totems call lightning bolts from the sky unleashing lightning pulses dealing increased damage. Storm totems no longer unleash chain lightning.||||||폭풍 토템은 하늘에서 번개를 불러와 강력한 번개 충격파를 방출합니다. 폭풍 토템은 더 이상 연쇄 번개를 방출하지 않습니다.||
subDescShamanStormTotem12|Storm totem fires a surge of lightning unleashing lightning pulses on hit.||||||폭풍 토템이 번개를 발사하여 적중 시 번개 파동을 방출합니다.||
subDescShamanStormTotem13|Increases the attack speed and damage dealt by storm totem.||||||폭풍 토템의 공격 속도와 피해량이 증가합니다.||
subDescShamanStormTotem14|Storm totem unleashes multiple charged bolts.||||||폭풍 토템이 여러 개의 충전된 볼트를 발사합니다.||
|||||||||
subShamanFireTotem01|Fire Master||||||화염 마스터||
subShamanFireTotem02|Flame Scorching||||||불꽃 소각||
subShamanFireTotem03|Scattering Flames||||||불꽃 흩뿌리기||
subShamanFireTotem04|Overheated Flames||||||과열된 불꽃||
subShamanFireTotem05|Burning Radius||||||화염 반경||
subShamanFireTotem06|Light the Soil||||||토양에 불을 붙이다||
subShamanFireTotem07|Arcfire||||||Arcfire||
subShamanFireTotem08|Gas into the Flames||||||불길 속으로||
subShamanFireTotem09|Totemscorch||||||||
subShamanFireTotem10|Flamescarred Sentry||||||불꽃에 손상된 경비병||
subShamanFireTotem11|Firestorm Totems||||||화염 폭풍 토템||
subShamanFireTotem12|Homing Flames||||||유도 화염||
subShamanFireTotem13|Multiplying Fire||||||번식하는 불꽃||
subShamanFireTotem14|Paralyzing Napalm||||||Paralyzing Napalm||
subDescShamanFireTotem01|Increases the maximum amount of fire totems.||||||화염 토템 최대 수량 증가||
subDescShamanFireTotem02|Chance to inflict burning on hit.||||||적중 시 화상 상태를 입힐 확률||
subDescShamanFireTotem03|Chance to inflict fire break on hit.||||||공격 시 화염 파괴를 입힐 확률.||
subDescShamanFireTotem04|Increases damage dealt by fire totem.||||||화염 토템이 주는 피해 증가||
subDescShamanFireTotem05|Increases the size of fire totem.||||||화염 토템의 크기를 증가시킵니다.||
subDescShamanFireTotem06|Chance to leave ground burning beneath monsters on hit dealing additional damage.||||||적을 맞출 때 지면에 불을 남겨 추가 피해를 입힐 확률이 있습니다.||
subDescShamanFireTotem07|Chance to unleash additional flames in an arc.||||||추가 불꽃을 아크 형태로 발사할 기회.||
subDescShamanFireTotem08|Chance for flames to grow in size on hit.||||||명중 시 불꽃이 커질 확률.||
subDescShamanFireTotem09|Increases damage dealt to burning targets.||||||불타는 대상에게 가하는 피해 증가.||
subDescShamanFireTotem10|Fire totem now burns monsters around it for a portion of its damage.||||||화염 토템이 이제 주변의 몬스터를 일정 비율의 피해로 태웁니다.||
subDescShamanFireTotem11|Fire totem unleashes swirling flames orbiting outwards with increased damage but decreased duration.||||||화염 토템이 외부로 소용돌이치는 불꽃을 발사하여 피해는 증가하지만 지속 시간은 감소합니다.||
subDescShamanFireTotem12|Flames become homing towards the nearest target dealing a portion of the damage.||||||불꽃이 가장 가까운 목표를 향해 유도되어 일부 피해를 입힙니다.||
subDescShamanFireTotem13|Chance on hit to summon an additional fire totem at the target's location for a short time.||||||적중 시 일정 시간 동안 대상 위치에 추가 불의 토템을 소환할 확률이 있습니다.||
subDescShamanFireTotem14|Increases damage and size of flames inflicting slow on hit.||||||타격 시 느려지게 하는 불꽃의 피해와 크기를 증가시킵니다.||
|||||||||
subShamanChaosTotem01|Soulburning Bolts||||||영혼이 타오르는 화살||
subShamanChaosTotem02|Hour of Chaos||||||혼돈의 시간||
subShamanChaosTotem03|Chaos Shattering||||||혼돈 파괴||
subShamanChaosTotem04|Doomsday Clock||||||운명의 날 시계||
subShamanChaosTotem05|Chaos Aura||||||혼돈의 오라||
subShamanChaosTotem06|Chaos Arc||||||혼돈의 아크||
subShamanChaosTotem07|Split Chaos||||||혼돈 분열||
subShamanChaosTotem08|Uncontrollable Reaction||||||제어 불가능한 반응||
subShamanChaosTotem09|Reach of Chaos||||||혼돈의 손길||
subShamanChaosTotem10|Chaos Pulse||||||카오스 펄스||
subShamanChaosTotem11|Manafunneled Chaos||||||||
subShamanChaosTotem12|Chaos Embodied||||||혼돈의 화신||
subShamanChaosTotem13|Arcing Destruction||||||파괴의 아크||
subShamanChaosTotem14|Colossal Chaos||||||거대한 혼돈||
subDescShamanChaosTotem01|Increases damage of chaos totem.||||||카오스 토템의 피해 증가||
subDescShamanChaosTotem02|Decreases the cooldown of chaos totem.||||||혼돈 토템의 재사용 대기 시간을 줄입니다.||
subDescShamanChaosTotem03|Chance to inflict elemental break on hit.||||||적중 시 원소 파괴를 일으킬 확률.||
subDescShamanChaosTotem04|Increases the duration of chaos totem.||||||혼돈 토템의 지속 시간을 증가시킵니다.||
subDescShamanChaosTotem05|Monsters around the chaos totem have a chance for a chaos meteor to drop down from the sky dealing area of effect damage.||||||혼돈 토템 주변의 몬스터들은 하늘에서 혼돈 운석이 떨어져 광역 피해를 입힐 확률이 있습니다.||
subDescShamanChaosTotem06|Chance on attack to fire multiple chaos bolts in an arc.||||||공격 시 일정 확률로 여러 개의 혼돈 볼트를 아크 형태로 발사합니다.||
subDescShamanChaosTotem07|Chance for chaos bolts to split into two bolts on hit.||||||혼돈의 볼트가 명중 시 두 개의 볼트로 나뉠 확률.||
subDescShamanChaosTotem08|Chaos totem has a chance on hit to critically strike dealing increased damage.||||||혼돈 토템은 적중 시 치명타를 가하여 추가 피해를 줄 확률이 있습니다.||
subDescShamanChaosTotem09|Increases the range of chaos totem.||||||혼돈 토템의 범위가 증가합니다.||
subDescShamanChaosTotem10|Chance to unleash a pulse of shadow on hit inflicting burning and dealing additional damage.||||||적중 시 그림자 파동을 발산하여 화상을 입히고 추가 피해를 입힐 확률.||
subDescShamanChaosTotem11|Chaos totem deals increased damage based on your maximum mana for each second active but drains increasing amounts of mana per second. If you run out of mana the totem despawns.||||||혼돈 토템은 활성화된 매 초마다 최대 마나에 비례하여 피해를 증가시키지만, 매 초마다 점점 더 많은 마나를 소모합니다. 만약 마나가 부족하면 토템이 사라집니다.||
subDescShamanChaosTotem12|You can summon multiple chaos totems but you can no longer summon any other totems. Chaos totem no longer has a cooldown.||||||여러 개의 혼돈 토템을 소환할 수 있지만, 다른 토템은 더 이상 소환할 수 없습니다. 혼돈 토템은 이제 재사용 대기시간이 없습니다.||
subDescShamanChaosTotem13|Chaos totem fires multiple chaos bolts in an arc.||||||혼돈 토템이 여러 개의 혼돈 볼트를 호 형태로 발사합니다.||
subDescShamanChaosTotem14|Increases the size and damage of chaos bolts.||||||혼돈 볼트의 크기와 피해량이 증가합니다.||
|||||||||
subWhiteMageShadowBolt01|Consuming Flames||||||불타는 불꽃||
subWhiteMageShadowBolt02|Arcane Surge||||||비전 쇄도||
subWhiteMageShadowBolt03|Power of the Dark Side||||||어둠의 힘||
subWhiteMageShadowBolt04|Dark Conjurer||||||어둠의 소환사||
subWhiteMageShadowBolt05|Taunting Shadows||||||그림자 도발||
subWhiteMageShadowBolt06|Inner Corruption||||||||
subWhiteMageShadowBolt07|Shadows Dispair||||||어둠의 절망||
subWhiteMageShadowBolt08|Flames of Corruption||||||타락의 불꽃||
subWhiteMageShadowBolt09|Warlock from the Shadows||||||그림자에서 온 흑마법사||
subWhiteMageShadowBolt10|Warlocks Might||||||전투마법사의 힘||
subWhiteMageShadowBolt11|Shadow Flame||||||그림자 불꽃||
subWhiteMageShadowBolt12|Shadow Beams||||||섀도우 빔||
subWhiteMageShadowBolt13|Shadows Grasp||||||그림자의 손아귀||
subWhiteMageShadowBolt14|Shadow Cascade||||||그림자 폭포||
subDescWhiteMageShadowBolt01|Chance to inflict shadow burn on hit.||||||공격 시 그림자 화상을 입힐 확률.||
subDescWhiteMageShadowBolt02|Increases damage dealt by shadow bolt.||||||그림자 볼트로 인한 피해량 증가||
