Unnamed: 0|en|fi|pt|ru|zh|ja|ko|de|fr
talent_name_temporalHeroes|Temporal Heroes||Heróis Temporais|Временные герои|时间英雄 |時間の英雄 |시간의 영웅 |Zeitliche Helden |Héros temporels
|||||||||
talent_desc_sandGuardian|Summon a Sand Guardian that attacks nearby monsters dealing arcane damage. Sand Guardians attack faster based on your bonus attack speed modifiers.||Invoca um Guardião de Areia que ataca os inimigos próximos, causando Dano Arcano. Guardiões de Areia atacam mais rápido baseado nos seus modificadores de Velocidade de Ataque bônus.|Призовите песчаного стража, который атакует ближайших врагов, нанося тайный урон.|||모래 수호자를 소환하여 근처의 몬스터를 공격하고 비전 피해를 입힙니다. 모래 수호자는 추가 공격 속도 보정치에 따라 더 빠르게 공격합니다.||Invoque un Gardien de sable qui attaque les ennemis proches en leur infligeant des dégâts d'arcane.
talent_desc_callForWar|Command all Sand Guardians to charge to target area. Passively increases Sand Guardian dash range.||Comanda todos os Guardiões da Areia para atacar a área-alvo. Aumenta passivamente o alcance do avanço do Guardião da Areia.||||모든 모래 수호자에게 목표 지역으로 돌격하라고 명령합니다. 모래 수호자의 돌진 범위를 수동으로 증가시킵니다.||
talent_desc_circleOfGuardians|Summon a circle of Sand Guardians around you increasing Sand Guardians’ arcane damage.||Convoca um círculo de Guardiões de Areia ao seu redor, aumentando o Dano Arcano do Guardião de Areia. Pontos adicionais invocam Guardiões de Areia adicionais.|Призовите вокруг себя круг Песчаных Стражей, увеличивая их урон от тайной магии. Дополнительные очки призывают дополнительных Песчаных Стражей.|||자신 주위에 모래 수호자의 원을 소환하여 모래 수호자의 비전 피해를 증가시킵니다.||Invoque un cercle de Gardiens de sable autour de vous, ce qui augmente les dégâts des Gardien des sable.
talent_desc_piercingSand|Sand Guardians break monster arcane resistances on attack.||Guardiões de Areia quebram a Resistência Arcana do inimigo ao atacar.|Песчаные стражи разрушают сопротивление магии противника при атаке.|||모래 수호자들이 공격 시 몬스터의 마법 저항을 깬다.||Le Gardien de sable brise la résistance magique de l'ennemi lorsqu'il attaque.
talent_desc_linkOfSand|Pull yourself into the closest Sand Guardian in the target location temporarily empowering all nearby Sand Guardians arcane damage.||Puxe a si mesmo para o Guardião de Areia mais próximo no local-alvo, fortalecendo temporariamente o Dano Arcano de todos os Guardiões de Areia próximos.|Подтяните себя к ближайшему Песочному Стражу в целевой локации, временно усиливая всем находящимся поблизости Песчаным Стражам урон от тайной магии.|||목표 위치에서 가장 가까운 모래 수호자에게 자신을 끌어당겨 주변의 모든 모래 수호자의 비전 피해를 일시적으로 강화합니다.||Vous attire dans le Gardien des sables le plus proche de l'endroit ciblé, ce qui augmente les dégâts de tous les Gardiens de sable à proximité pendant une courte période.
talent_desc_dissipation|Sand Guardians explode upon expiration dealing area of effect arcane damage.||Os Guardiões de Areia explodem ao expirar, causando Dano Arcano em área.|Песчаные стражи взрываются по истечении срока действия, нанося урон от тайной магии по площади.|||모래 수호자들은 만료 시 폭발하여 범위 내에 비전 피해를 입힙니다.||Les Gardiens de sable explosent lorsqu'ils expirent, infligeant des dégâts d'arcane de zone.
talent_desc_spiritLink|Link of Sand now increases your magic skill damage and physical damage reduction for a short period.||Elo de Areia agora aumenta o Dano de Habilidade Arcana e a Redução de Dano Físico por um curto período.|«Звено песка» теперь на короткое время увеличивает урон от магических навыков и снижение физического урона.|||모래의 연결이 이제 짧은 시간 동안 마법 기술 피해와 물리 피해 감소를 증가시킵니다.||Lien de sable augmente désormais les dégâts de vos compétences d'arcane et la réduction des dégâts subis pendant une courte période.
talent_desc_cheapShot|Sand Guardians gain a chance to deal a deadly attack with increased arcane damage and stunning their target.||Ordene que os Guardiões da Areia causem um ataque mortal com Dano Arcano aumentado, atordoando o alvo.|Прикажите Песчаным стражам нанести смертельную атаку с увеличенным уроном от тайной магии и оглушением цели.|||모래 수호자들은 비전 피해가 증가된 치명적인 공격을 가하고 대상을 기절시킬 기회를 얻습니다.||Ordonnez aux Gardiens de sable d'effectuer une attaque mortelle avec des dégâts d'arcane accrus et d'étourdir leur cible.
talent_desc_combatOrder|Sand Guardians gain a chance to perform an area of effect attack dealing arcane damage.||Guardiões de Areia ganham uma chance de dar um Ataque em Área causando Dano Arcano.||||모래 수호자는 비전 피해를 입히는 광역 공격을 수행할 기회를 얻습니다.||
talent_desc_ageProliferation|Channel waves of fractal energy on the target monster sending pulses out dealing arcane damage to nearby monsters.||Canaliza ondas de energia fractal no inimigo-alvo, enviando pulsos que desaceleram e causam Dano Arcano nos inimigos próximos.|Направляйте волны фрактальной энергии на выбранного врага, посылая импульсы, замедляющие и наносящие урон от тайной магии ближайшим врагам.|||대상 몬스터에게 프랙탈 에너지를 집중하여 근처의 몬스터들에게 비전 피해를 주는 파동을 보냅니다.||Canaliser des vagues d'énergie fractale sur l'ennemi ciblé en envoyant des impulsions qui ralentissent et infligent des dégâts d'arcane aux ennemis proches.
talent_desc_gravitationalSlam|Raise monsters in target location into the air smashing them down with quantum force dealing arcane damage.||Levanta os inimigos no local-alvo, esmagando-os com força quântica, causando Dano Arcano e atordoando-os.|Поднимите врагов в выбранном месте в воздух, сбивая их с ног квантовой силой, нанося тайный урон и оглушая их.|||타겟 위치의 몬스터를 공중으로 들어 올려 양자력으로 내리쳐 비전 피해를 입힙니다.||Élever les ennemis de la zone ciblée dans les airs en les écrasant avec la force quantique et en leur infligeant des dégâts d'arcane.
talent_desc_splitReality|Detach from your quantum self leaving your fractal self behind that explodes when coming in contact with an monster dealing arcane damage.||Separe-se do seu eu quântico, deixando para trás o seu eu fractal que explode ao entrar em contato com um inimigo, causando Dano Arcano.||||당신의 양자 자아에서 분리되어 프랙탈 자아를 남겨두고, 이는 몬스터와 접촉할 때 폭발하여 비전 피해를 입힙니다.||
talent_desc_sandsOfTime|Temporarily increase your arcane skill damage and cast rate.||Aumenta temporariamente o seu Dano de Habilidade Arcana e a Taxa de Conjuração.|Временно увеличьте урон и скорость произнесения заклинаний тайной магии.|||일시적으로 비전 기술의 피해와 시전 속도를 증가시킵니다.||Augmente les dégâts et la vitesse des sorts des compétences d'arcane pendant une courte période.
talent_desc_timeDeceleration|Break time and space causing all nearby monsters to take arcane damage and Slowing them.||Quebra o tempo e o espaço, fazendo com que todos os inimigos próximos recebam Dano Arcano e Desacelerem.|Разрыв времени и пространства заставляет всех ближайших врагов получать урон от тайной магии и замедляет их.|||시간과 공간을 깨뜨려 모든 근처의 몬스터에게 비전 피해를 입히고 느리게 만듭니다.||Brise le temps et l'espace, ralentissant tous les ennemis proches et leur infligeant des dégâts d'arcane.
talent_desc_dimensionalDisplacement|Warp a short distance towards target location temporarily gaining increased movement speed.||Transporta-se por uma corta distância em direção ao local-alvo, ganhando temporariamente maior Velocidade de Movimento..|Телепортируйтесь на небольшое расстояние к целевой точке, временно увеличивая скорость передвижения.|||목표 지점으로 짧은 거리를 순간 이동하며 일시적으로 이동 속도가 증가합니다.||Se déplace sur une courte distance vers la cible et gagne en vitesse de marche/course pendant une courte période.
talent_desc_precognition|Increases your arcane skill damage.||Aumenta o seu Dano de Habilidade Arcana.|Увеличивает урон от вашего тайного навыка.|||당신의 비전 기술 피해를 증가시킵니다.||Augmente les dégâts infligés par les compétences d'arcane.
talent_desc_expansiveMind|Increases your mana and mana replenish.||Aumenta a sua Mana e Regeneração de Mana.|Увеличивает вашу ману и восполнение маны.|||||Augmente le mana et la restauration du mana.
talent_desc_temporalHeroes|Summon a fractal Viking, Pyromancer and Marksman to fight on your side.||Convoque um Viking, um Piromante e um Atirador fractal para lutar ao seu lado.|Призовите фрактального викинга, пироманта и стрелка, чтобы они сражались на вашей стороне.|||프랙탈 바이킹, 파이로맨서, 그리고 명사수를 소환하여 당신의 편에서 싸우게 하세요.||Invoque un Viking, un Pyromancien et un Tireur d'élite pour se battre à vos côtés.
|||||||||
talent_name_frozenBoulder|Frozen Boulder||Pedregulho Congelado|Замороженный валун|冰冻巨石|凍った岩|얼어붙은 바위|Gefrorener Felsbrocken|Boule de glace
talent_name_breathOfIce|Breath of Ice||Sopro de Gelo|Дыхание льда|冰之呼吸|氷の息吹|얼음의 숨결|Atem aus Eis|Souffle de glace
talent_name_powerOfTheAncients|Power of the Ancients||Poder dos Anciões|Сила Древних|古人的力量|古代の力|고대의 힘|Macht der Alten|Puissance des anciens
talent_name_orbOfFrost|Orb of Frost||Orbe de Gelo|Сфера Мороза|冰霜之球|氷のオーブ|냉기의 구슬|Kugel aus Frost|Orbe de givre
talent_name_frozenHide|Frozen Hide||Pele Congelada|Замороженная шкура|冰冻的皮|凍った皮|얼어붙은 가죽|Gefrorene Haut|Peau gelée
talent_name_icicles|Icicles||Sincelos|Сосульки|冰柱|つらら|고드름|Eiszapfen|Stalactites
talent_name_portalOfIce|Portal of Ice||Portal de Gelo|Портал Льда|冰之门|氷の門|얼음의 포털|Portal aus Eis|Portail de glace
talent_name_avatarOfFrost|Avatar of Frost||Avatar de Gelo|Аватар Мороза|冰霜化身|氷の化身|냉기의 아바타|Avatar des Frosts|Avatar de givre
talent_name_blizzard|Blizzard||Nevasca|Метель|暴风雪|吹雪|눈보라|Blizzard|Blizzard
talent_name_glacialTremors|Glacial Tremors||Tremores Glaciais|Ледниковые толчки|冰川震颤|氷河の震え|빙하의 진동|Gletscherbeben|Tremblements du glacier
talent_name_flashFreeze|Flash Freeze||Fulgor Congelado|Мгновенное замораживание|瞬间冻结|瞬間凍結|순간 동결|Schockfrost|Gel soudain
talent_name_freezingLeap|Freezing Leap||Salto Congelante|Замораживающий прыжок|冰冻跳跃|凍りつく跳躍|얼음 도약|Gefriersprung|Saut de congélation
talent_name_permaFrost|Permafrost||Permafrost|Вечная мерзлота|永久冻土|永久凍土|영구 동토층|Permafrost|Pergélisol
talent_name_glacialArmor|Glacial Armor||Armadura Glacial|Ледяная броня|冰川护甲|氷河の鎧|빙하 갑옷|Gletscherpanzerung|Armure glaciaire
talent_name_sweepFreeze|Sweep Freeze||Varredura Congelada|Развертка заморозки|横扫冻结|一掃凍結|휩쓸기 동결|Staubfrost|Congélation 
talent_name_avalanche|Avalanche||Avalanche|Лавина|雪崩|雪崩|눈사태|Lawine|Avalanche
talent_name_absoluteZero|Absolute Zero||Zero Absoluto|Абсолютный ноль|绝对零度|絶対零度|절대 영도|Absoluter Nullpunkt|Zéro absolu
talent_name_theEmbodimentOfAurgelmir|The Embodiment of Aurgelmir||A Encarnação de Aurgelmir|Воплощение Аургельмира|奥格尔米尔的化身 |オーゲルミルの化身 |Aurgelmir의 화신 |Die Verkörperung von Aurgelmir |Incarnation d'Aurgelmir
|||||||||
talent_desc_frozenBoulder|Throw a frozen boulder dealing cold damage to monsters on its path.||Arremessa um enorme Pedregulho Congelado, causando Dano de Gelo aos inimigos em seu caminho.|Бросьте огромный ледяной валун, наносящий урон от холода врагам на своем пути.|||얼어붙은 바위를 던져 경로상의 몬스터들에게 냉기 피해를 입힙니다.||Lance un énorme bloc de glace qui inflige des dégâts de froid aux ennemis sur sa trajectoire.
talent_desc_breathOfIce|Breathe glacial air freezing and dealing cold damage to monsters.||Expire ar glacial Congelando e causando Dano de Gelo nos inimigos.|Дышите ледниковым воздухом. Замораживание и нанесение урона холодом врагам.|||차가운 공기를 내뿜어 몬스터에게 냉기 피해를 입힙니다.||Insuffler de l'air glacial à l'endroit ciblé gelant et infligeant des dégâts de froid aux ennemis.
talent_desc_powerOfTheAncients|Gain additional cold skill damage based on your mana.||Recebe Dano de Habilidade de Gelo adicional para cada 100 pontos de Mana.|Получите дополнительный урон от холодного умения за каждые 100 единиц маны.|||마나에 따라 추가적인 냉기 기술 피해를 얻습니다.||Vous gagnez des dégâts de froid supplémentaires par tranche de 100 points de mana.
talent_desc_orbOfFrost|Cast a frozen orb traveling in target direction releasing icicles, freezing and dealing cold damage to monsters on its path.||Lança um orbe congelado que viaja na direção do alvo, liberando Sincelos, Congelando e causando Dano de Gelo aos inimigos em seu caminho.|Вызовите замороженный шар, летящий в заданном направлении, выпуская замораживающие сосульки и нанося урон от холода врагам на своем пути.|||목표 방향으로 이동하는 얼음 구슬을 던져, 경로에 있는 몬스터에게 냉기 피해를 주고 얼리며 고드름을 방출합니다.||Lancez un orbe gelé qui se déplace dans la direction ciblée en libérant des stalactites gelant et infligeant des dégâts de froid aux ennemis qui se trouvent sur son chemin.
talent_desc_frozenHide|Cast a frost enhanced shield on yourself reducing incoming physical damage, freezing and dealing cold damage to monsters that attack you.||Lança um escudo com efeito de gelo sobre si mesmo, reduzindo o Dano Físico recebido, Congelando e causando Dano de Gelo nos inimigos que o atacarem|Наложите на себя усиленный морозом щит, уменьшающий входящий физический урон, замораживание и нанесение урона от холода атакующим вас врагам.|||자신에게 냉기 강화 방패를 시전하여 받는 물리 피해를 줄이고, 공격하는 몬스터를 얼리고 냉기 피해를 입힙니다.||Lancez un bouclier de givre sur vous, réduisant les dégâts, gelant et infligeant des dégâts de froid aux ennemis qui vous attaquent.
talent_desc_icicles|Every 5th time you cast a spell also release Icicles dealing cold damage.||A cada 5 vezes que você lança um feitiço, também libera Sincelos que causam Dano de Gelo.||||마법을 5번 시전할 때마다 고드름을 방출하여 냉기 피해를 입힙니다.||
talent_desc_portalOfIce|Teleport to the target location and release a frost nova dealing cold damage.||Teleporte-se para o local-alvo e libere uma nova de gelo que causa Dano de Gelo.|Телепортируйтесь в указанное место и выпустите кольцо льда, наносящее урон от холода.|||목표 위치로 순간이동하여 냉기 피해를 주는 냉기 회오리를 발산합니다.||Se téléporte sur une courte distance en libérant une Nova de givre à l'endroit ciblé.
talent_desc_avatarOfFrost|Increases your cold skill damage.||Aumenta o seu Dano de Habilidade de Gelo.|Увеличивает урон от холодного умения.|||냉기 기술 피해가 증가합니다.||Augmente les dégâts de vos compétences de froid.
talent_desc_blizzard|Cast a freezing blizzard dealing area of effect cold damage and freezing monsters in the target area.||Lança uma Nevasca congelante, causando Dano de Gelo em área e congelando inimigos na área-alvo.|Используйте ледяную метель, наносящую урон от холода по площади и замораживающую врагов в целевой области.|||대상 지역에 냉기 피해를 주고 몬스터를 얼리는 눈보라를 시전합니다.||Lance un Blizzard glacial à l'endroit ciblé, infligeant des dégâts de froid et gelant les ennemis.
talent_desc_glacialTremors|Every 4th attack unleashes an area of effect blast dealing cold damage.||Cada sétimo ataque libera uma explosão em área que causa Dano de Gelo.|Каждая четвертая атака вызывает взрыв по площади, наносящий урон от холода.|||매 4번째 공격마다 냉기 피해를 입히는 범위 폭발을 일으킵니다.||Toutes les 4 attaques, une explosion de zone infligeant des dégâts de froid est déclenchée.
talent_desc_flashFreeze|Perform an attack enhanced with ice that unleashes a chaining orb of ice, exploding into icicles at the end dealing additional cold damage.||Executa um ataque aprimorado com gelo que libera um orbe de gelo em cadeia, explodindo em sincelos no final e causando Dano de Gelo adicional.|Выполните атаку, усиленную замораживанием врагов льдом и нанесением дополнительного урона от холода.|||얼음으로 강화된 공격을 수행하여 연쇄 얼음 구체를 방출하고, 마지막에 얼음 조각으로 폭발하여 추가 냉기 피해를 입힙니다.||Effectue une attaque gelée infligeant des dégâts de froid supplémentaires.
talent_desc_freezingLeap|Leap through the air into target location freezing and dealing cold damage to monsters when landing.||Salta pelo ar até o local-alvo, Congelando e causando Dano de Gelo nos inimigos ao aterrissar.|Прыжок по воздуху в выбранное место. Замораживание и нанесение урона от холода врагам при приземлении.|||공중으로 도약하여 목표 지점에 착지하면 몬스터에게 냉기 피해를 주고 얼립니다.||Sautez dans les airs à l'endroit ciblé en gelant les ennemis et en leur infligeant des dégâts de froid à l'atterrissage.
talent_desc_permaFrost|Flash Freeze and Sweep Freeze deal additional cold damage and stacks permafrost on monsters eventually deep freezing them.||Fulgor Congelado e Varredura Congelada causam Dano de Gelo adicional e acumula Permafrost nos inimigos, eventualmente congelando-os profundamente.|Мгновенное замораживание и Быстрое замораживание наносят дополнительный урон от холода и накладывают на врагов эффект «Вечная мерзлота», в конечном итоге вызывая их глубокую заморозку.|||플래시 프리즈와 스윕 프리즈는 추가적인 냉기 피해를 입히며, 몬스터에게 영구 동결을 쌓아 결국 깊은 냉동 상태로 만듭니다.||Gel soudain et Congélation infligent des dégâts de froid supplémentaires et empilent Permafrost sur les ennemis, ce qui finit par les congeler.
talent_desc_glacialArmor|Increases your all resistances.||Aumenta Todas as Resistências.|Увеличивает все ваши сопротивления.|||모든 저항력을 증가시킵니다.||Augmente toutes les résistances.
talent_desc_sweepFreeze|Perform a cleave attack dealing additional cold damage and freezing monsters hit.||Executa um ataque de corte, causando Dano de Gelo adicional e Congelando os inimigos atingidos.|Выполните раскалывающую атаку, нанося дополнительный урон от холода и замораживая пораженных врагов.|||추가 냉기 피해를 입히고 맞은 몬스터를 얼리는 베기 공격을 수행합니다.||Effectue une attaque de zone infligeant des dégâts de froid.
talent_desc_avalanche|Release a bellowing shout dealing cold damage to all monsters around you.||Solte um grito estridente que causa Dano de Gelo a todos os inimigos ao seu redor.|Выпустите ревущий крик, наносящий урон от холода всем врагам вокруг вас.|||주변의 모든 몬스터에게 냉기 피해를 입히는 포효를 내지릅니다.||Lance un cri strident infligeant des dégâts de froid basés sur votre nombre de vies maximum à tous les ennemis autour de vous.
talent_desc_absoluteZero|Break monster cold resistances on attack.||Quebra a Resistência de Gelo do inimigo no ataque.|Сломайте сопротивление холоду противника при атаке.|||공격 시 적의 냉기 저항을 깨뜨립니다.||Brise la résistance au froid des ennemis lors d'une attaque.
talent_desc_theEmbodimentOfAurgelmir|Summon the power of Aurgelmir and temporarily turn into a war machine of the frozen tundra increasing your attack damage, attack speed and life replenish.||Convoque o poder de Aurgelmir e transforme-se temporariamente em uma máquina de guerra da tundra congelada, aumentando o Dano de Ataque, a Velocidade de Ataque e a Recuperação de Vida.||||아우르겔미르의 힘을 소환하여 일시적으로 얼어붙은 툰드라의 전쟁 기계로 변신하여 공격력, 공격 속도 및 생명 회복을 증가시킵니다.||
|||||||||
talent_name_scorchingWhip|Scorching Whip||Chicote Abrasador|Опаляющий кнут|灼热的鞭子|灼熱の鞭|뜨거운 채찍|Sengende Peitsche|Fouet brûlant
talent_name_whiplash|Whiplash||Chicotada|Хлыстовая травма|鞭子|鞭打ち|채찍질|Peitschenhieb|Coup de fouet
talent_name_solarFlare|Solar Flare||Chama Solar|Солнечная вспышка|太阳耀斑|太陽フレア|태양 플레어|Sonneneruption|Éclat solaire
talent_name_shineBright|Shine Bright||Brilho|Сияй ярко|光芒四射|輝く|밝게 빛나다|Hell leuchten|Briller de mille feux
talent_name_solarDash|Solar Dash||Corrida Solar|Солнечная черта|太阳冲刺|太陽ダッシュ|태양 질주|Sonnensprint|Flash solaire
talent_name_blindingLight|Blinding Light||Luz Ofuscante|Ослепляющий свет|眩目光芒|眩しい光|눈부신 빛|Blendendes Licht|Lumière aveuglante
talent_name_solarForm|Solar Form||Forma Solar|Солнечная форма|太阳形态|太陽の形|태양 형태|Sonnenform|Forme solarienne
talent_name_solarBurst|Solar Burst||Estouro Solar|Солнечный взрыв|太阳爆发|太陽バースト|태양 폭발|Sonneneruption|Éruption solaire
talent_name_supernova|Supernova||Supernova|сверхновая|超新星|超新星|초신성|Supernova|Supernova
talent_name_collision|Collision||Colisão|Столкновение|碰撞|衝突|충돌|Kollision|Collision
talent_name_darkSideofTheMoon|Dark Side of the Moon||Lado Negro da Lua|Темная сторона Луны|月球的黑暗面|月の裏側|달의 어두운 면|Dunkle Seite des Mondes|Face cachée de la lune
talent_name_tsunami|Tsunami||Tsunami|Цунами|海啸|津波|쓰나미|Tsunami|Tsunami
talent_name_asteroid|Asteroid||Asteroide|Астероид|小行星|小惑星|소행성|Asteroid|Astéroïde
talent_name_lunarForm|Lunar Form||Forma Lunar|Лунная форма|月球形态|月の形|달 형태|Mondform|Forme lunaire
talent_name_lunarOrbit|Lunar Orbit||Órbita Lunar|Лунная орбита|月球轨道|月の軌道|달 궤도|Mondumlaufbahn|Orbite lunaire
talent_name_bloodMoon|Blood Moon||Lua de Sangue|Кровавая луна|血月|血の月|혈흔 달|Blutmond|Lune de sang
talent_name_moonlight|Moonlight||Luz da Lua|Лунный свет|月光|月光|달빛|Mondlicht|Clair de lune
talent_name_blackHole|Black Hole||Buraco Negro|Черная дыра|黑洞 |ブラックホール |블랙홀 |Schwarzes Loch |Trou noir
|||||||||
talent_desc_scorchingWhip|Cast a scorching solar flare that whips forward dealing fire damage to monsters hit.||Lança uma chama solar escaldante que avança causando Dano nos inimigos atingidos.|Вызовите палящую солнечную вспышку, которая устремится вперед и нанесет урон от огня пораженным врагам.|||적들에게 불 피해를 입히며 앞으로 나아가는 타오르는 태양의 섬광을 시전합니다.||Lance une éruption solaire brûlante qui se propage vers l'avant en infligeant des dégâts aux ennemis touchés.
talent_desc_whiplash|Scorching Whip now creates a chaining fire ball that bounces between monsters. Fire balls can hit the same target multiple times.||Chicote Abrasador agora cria uma bola de fogo em cadeia que ricocheteia entre os inimigos. As Bolas de Fogo podem atingir o mesmo alvo múltiplas vezes.|Опаляющий кнут теперь создает цепной огненный шар, который прыгает между врагами.|||불타는 채찍이 이제 몬스터들 사이를 튕겨 다니는 연쇄 화염구를 생성합니다. 화염구는 동일한 목표를 여러 번 맞출 수 있습니다.||Fouet brûlant crée désormais une boule de feu en chaîne qui rebondit entre les ennemis.
talent_desc_solarFlare|Unleash solar flare projectiles that homes towards monsters.||Libera projéteis de Chama Solar que vão em direção aos inimigos.|Выпускайте снаряды солнечной вспышки, направляющиеся в сторону врагов.|||몬스터를 향해 나아가는 태양 플레어 투사체를 발사합니다.||Déclenche des projectiles d'éruption solaire qui se dirigent vers les ennemis.
talent_desc_shineBright|Gain increased movement speed and attack speed.||Ganha Velocidade de Movimento e Ataque aumentadas.||||이동 속도와 공격 속도가 증가합니다.||
talent_desc_solarDash|Turn into a burning ball of fire traveling towards target location dealing fire damage leaving a trail of flames behind you.||||||목표 위치를 향해 이동하며 불꽃 피해를 입히고 뒤에 불길을 남기는 불타는 공으로 변합니다.||
talent_desc_blindingLight|You emit a blinding light that gives you chance to evade monster attacks. You also have increased cast rate while in Solar Form||Você emite uma luz ofuscante que lhe dá a chance de se esquivar de ataques inimigos. Seu Alcance de Conjuração também aumenta quando você está na Forma Solar.|Вы излучаете ослепляющий свет, который дает вам шанс уклониться от атак противника. У вас также увеличена скорость произнесения заклинаний, пока вы находитесь в солнечной форме.|||당신은 눈부신 빛을 발산하여 몬스터의 공격을 회피할 기회를 얻습니다. 태양 형태일 때 시전 속도가 증가합니다.||Vous émettez une lumière aveuglante qui vous permet d'éviter les attaques ennemies. Vous disposez également d'une portée des sorts accrue lorsque vous êtes sous forme solarienne.
talent_desc_solarForm|Turn into a living sun and gain additional fire damage. Every time you cast an active ability in solar form you unleash a fiery pulse around you.||Transforme-se em um sol vivo e receba Dano de Fogo adicional. Toda vez que você conjurar uma habilidade ativa na Forma Solar, criará um pulso de fogo ao seu redor.|Превратитесь в живое солнце и получите дополнительный урон от огня. Каждый раз, когда вы применяете активную способность в Солнечной форме, вы создаете вокруг себя огненный пульс.|||살아있는 태양으로 변신하여 추가 화염 피해를 얻습니다. 태양 형태로 능력을 사용할 때마다 주변에 불꽃 파동을 방출합니다.||Transformez-vous en véritable soleil vivant et gagnez des dégâts de feu supplémentaires. Chaque fois que vous lancez une capacité active sous forme solarienne, vous créez une impulsion de feu autour de vous.
talent_desc_solarBurst|When you kill an monster, summon a burning burst of solar fire beneath the dead monster that deals area of effect fire damage.||Quando você mata um inimigo, invoca uma explosão ardente de Fogo Solar só o inimigo morto, causando Dano de Fogo em área.|Когда вы убиваете врага, вы вызываете под мертвым врагом горящую вспышку солнечного огня, которая наносит огненный урон по площади.|||몬스터를 처치하면, 그 시체 아래에 태양 불꽃의 폭발을 소환하여 광역 화염 피해를 입힙니다.||Lorsque vous tuez un ennemi, invoquez une rafale de feu solaire sous son cadavre qui inflige des dégâts de feu de zone.
talent_desc_supernova|Explode into a supernova dealing fire damage on a large radius.||||||대폭발하여 넓은 반경에 화염 피해를 입힙니다.||
talent_desc_collision|Leap forward from your orbit and smash the ground dealing area of effect cold damage. Then dash forward on the surface of earth for short period of time and deal cold damage.||Salte para frente de sua órbita e esmague o chão, causando Dano em Área. Em seguida, avance sobre a superfície da Terra por um curto período de tempo e cause Dano.|Спрыгните вперед со своей орбиты и разбейте землю, нанеся урон от холода по площади. Затем на короткое время прыгните вперед по поверхности земли и нанесите урон холодом.|||자신의 궤도에서 앞으로 뛰어내려 땅을 내리쳐 범위 냉기 피해를 입힙니다. 그런 다음 짧은 시간 동안 지면 위를 돌진하며 냉기 피해를 입힙니다.||Sautez en avant depuis votre orbite et frappez le sol en infligeant des dégâts de zone. Puis foncez sur la surface de la terre pendant un court laps de temps et infligez des dégâts.
talent_desc_darkSideofTheMoon|While active, slow monsters around you and increase your mana replenish.||Quando ativa, reduz a velocidade dos inimigos ao seu redor e aumenta a Regeneração de Mana.|Пока активно, замедляйте врагов вокруг себя и увеличивайте восполнение маны.|||활성화되면 주변의 몬스터를 느리게 하고 마나 회복을 증가시킵니다.||Lorsqu'il est actif, il ralentit les ennemis autour de vous et augmente votre régénération de mana.
talent_desc_tsunami|Direct your lunar mass to cast a wave of tsunami forward dealing cold damage.||Direcione sua massa lunar para lançar uma onda de tsunami para frente, causando Dano de Gelo e derrubando inimigos.|Направьте свою лунную массу, чтобы бросить вперед волну цунами, наносящую урон от холода.|||달의 질량을 조종하여 앞으로 쓰나미 파도를 던져 냉기 피해를 입히세요.||Dirigez votre masse lunaire pour projeter une vague de tsunami vers l'avant, infligeant des dégâts de froid et mettant les ennemis KO.
talent_desc_asteroid|Cast down an asteroid from the sky dealing cold damage when landing.||||||하늘에서 소행성을 떨어뜨려 착지 시 냉기 피해를 입힙니다.||
talent_desc_lunarForm|Turn into a living moon and gain additional cold damage. Every time you jump, cast Collision instead.||Transforme-se em uma lua viva e receba Dano de Gelo adicional. Toda vez que você pular, conjure Colisão em vez disso.|Превратитесь в живую луну и получите дополнительный урон от холода. Каждый раз, когда вы используете «Прыжок», вместо этого используйте «Столкновение».|||살아있는 달로 변신하고 추가 냉기 피해를 얻습니다. 점프할 때마다 대신 '충돌'을 시전합니다.||Transformez-vous en véritable lune vivante et gagnez des dégâts de froid supplémentaires. Chaque fois que vous sautez, lancez Collision à la place.
talent_desc_lunarOrbit|Unleash small moons in your orbit dealing cold damage on hit. ||||||궤도에 작은 달을 풀어 적중 시 냉기 피해를 입힙니다.||
talent_desc_bloodMoon|Turn the orbiting moons into blood moons increasing their cold damage and causing them to inflict bleeding on hit.||Transforme as luas em órbita em Luas de Sangue, aumentando seu Dano e fazendo com que causam Sangramento nos inimigos atingidos.|Превратите вращающиеся луны в Кровавые луны, увеличив их урон от холода и заставив их вызывать кровотечение у пораженных врагов.|||궤도를 도는 달을 피의 달로 바꿔 냉기 피해를 증가시키고 적을 타격할 때 출혈을 일으킵니다.||Transformez les lunes en orbite en lunes de sang en augmentant leurs dégâts et en faisant saigner les ennemis touchés.
talent_desc_moonlight|Increases your movement speed and cold damage dealt.||Aumenta a sua Velocidade de Movimento e Dano de Gelo causado.|Увеличивает вашу скорость передвижения и наносимый урон от холода.|||이동 속도와 냉기 피해량이 증가합니다.||Augmente votre vitesse de marche/course et les dégâts de froid infligés.
talent_desc_blackHole|Cast a black hole on target location that slows and pulls monsters towards it dealing cold damage.||Lança um enorme buraco negro no local-alvo que reduz a velocidade e puxa os inimigos em sua direção.|Создайте огромную черную дыру в выбранном месте, которая замедляет и притягивает к себе врагов в области, наносящей урон от холода.|||목표 지점에 블랙홀을 시전하여 몬스터를 느리게 하고 끌어당기며 냉기 피해를 입힙니다.||Provoque un énorme trou noir à l'endroit ciblé qui ralentit et attire les ennemis vers lui.
|||||||||
